Timestamp,Object,Confidence,Bounding Box
2025-03-06 03:22:20.284922,person,0.80,"(0, 606, 988, 1069)"
2025-03-06 03:22:20.351087,person,0.69,"(5, 586, 1002, 1071)"
2025-03-06 03:22:20.351281,person,0.58,"(866, 3, 1914, 1061)"
2025-03-06 03:22:20.419400,person,0.74,"(2, 504, 1031, 1071)"
2025-03-06 03:22:20.419640,person,0.60,"(873, 3, 1916, 1062)"
2025-03-06 03:22:20.483979,person,0.71,"(3, 422, 1222, 1068)"
2025-03-06 03:22:20.538152,person,0.65,"(1258, 3, 1918, 1069)"
2025-03-06 03:22:20.605370,person,0.86,"(0, 502, 1106, 1073)"
2025-03-06 03:22:20.605627,person,0.65,"(1272, 4, 1918, 1068)"
2025-03-06 03:22:20.694030,person,0.92,"(872, 2, 1918, 1072)"
2025-03-06 03:22:20.694372,person,0.85,"(18, 471, 1110, 1073)"
2025-03-06 03:22:20.770624,person,0.92,"(861, 0, 1918, 1072)"
2025-03-06 03:22:20.771017,person,0.90,"(0, 400, 1078, 1072)"
2025-03-06 03:22:20.839162,person,0.92,"(857, 2, 1917, 1073)"
2025-03-06 03:22:20.839490,person,0.92,"(0, 336, 1050, 1071)"
2025-03-06 03:22:20.906386,person,0.94,"(1, 298, 967, 1068)"
2025-03-06 03:22:20.906592,person,0.86,"(854, 3, 1916, 1073)"
2025-03-06 03:22:22.192219,person,0.95,"(880, 9, 1917, 1065)"
2025-03-06 03:22:22.192632,person,0.89,"(0, 352, 946, 1069)"
2025-03-06 03:22:22.278964,person,0.95,"(878, 9, 1917, 1064)"
2025-03-06 03:22:22.279305,person,0.93,"(0, 356, 988, 1070)"
2025-03-06 03:22:22.343426,person,0.95,"(877, 9, 1916, 1063)"
2025-03-06 03:22:22.343841,person,0.91,"(2, 355, 1013, 1071)"
2025-03-06 03:22:22.409881,person,0.95,"(878, 9, 1916, 1065)"
2025-03-06 03:22:22.410172,person,0.91,"(1, 354, 1026, 1070)"
2025-03-06 03:22:22.479780,person,0.95,"(874, 9, 1916, 1064)"
2025-03-06 03:22:22.480109,person,0.93,"(0, 345, 1016, 1070)"
2025-03-06 03:22:22.542977,person,0.95,"(881, 8, 1916, 1065)"
2025-03-06 03:22:22.543170,person,0.92,"(0, 343, 1028, 1069)"
2025-03-06 03:22:22.617543,person,0.94,"(887, 8, 1916, 1064)"
2025-03-06 03:22:22.617729,person,0.92,"(8, 343, 1039, 1070)"
2025-03-06 03:22:22.678561,person,0.94,"(885, 9, 1919, 1069)"
2025-03-06 03:22:22.678748,person,0.92,"(7, 344, 1048, 1070)"
2025-03-06 03:22:22.747484,person,0.92,"(1, 343, 1053, 1069)"
2025-03-06 03:22:22.747913,person,0.92,"(890, 8, 1918, 1069)"
2025-03-06 03:22:22.817302,person,0.93,"(885, 7, 1919, 1067)"
2025-03-06 03:22:22.817574,person,0.93,"(2, 340, 1058, 1070)"
2025-03-06 03:22:22.876143,person,0.93,"(889, 7, 1918, 1066)"
2025-03-06 03:22:22.876447,person,0.91,"(11, 341, 1064, 1069)"
2025-03-06 03:22:22.943399,person,0.92,"(12, 341, 1060, 1070)"
2025-03-06 03:22:22.943612,person,0.91,"(887, 7, 1918, 1066)"
2025-03-06 03:22:23.045173,person,0.94,"(888, 8, 1918, 1067)"
2025-03-06 03:22:23.045430,person,0.93,"(8, 346, 1061, 1071)"
2025-03-06 03:22:23.112330,person,0.95,"(890, 7, 1919, 1070)"
2025-03-06 03:22:23.112677,person,0.92,"(9, 354, 1046, 1070)"
2025-03-06 03:22:23.177517,person,0.95,"(891, 9, 1915, 1068)"
2025-03-06 03:22:23.177741,person,0.86,"(0, 359, 1040, 1068)"
2025-03-06 03:22:23.248806,person,0.95,"(890, 9, 1916, 1067)"
2025-03-06 03:22:23.249061,person,0.85,"(0, 362, 1036, 1069)"
2025-03-06 03:22:23.314748,person,0.95,"(891, 9, 1916, 1066)"
2025-03-06 03:22:23.314959,person,0.90,"(7, 360, 1038, 1069)"
2025-03-06 03:22:23.379617,person,0.95,"(890, 8, 1918, 1069)"
2025-03-06 03:22:23.379816,person,0.88,"(0, 365, 1055, 1069)"
2025-03-06 03:22:23.447661,person,0.95,"(896, 10, 1918, 1071)"
2025-03-06 03:22:23.447948,person,0.87,"(0, 366, 1039, 1068)"
2025-03-06 03:22:23.516648,person,0.95,"(899, 9, 1916, 1073)"
2025-03-06 03:22:23.517078,person,0.88,"(1, 368, 1044, 1068)"
2025-03-06 03:22:23.571674,person,0.93,"(910, 9, 1917, 1070)"
2025-03-06 03:22:23.571907,person,0.89,"(1, 360, 1047, 1068)"
2025-03-06 03:22:23.641705,person,0.93,"(922, 2, 1916, 1065)"
2025-03-06 03:22:23.641989,person,0.83,"(0, 356, 986, 1068)"
2025-03-06 03:22:23.706456,person,0.88,"(933, 3, 1917, 1064)"
2025-03-06 03:22:23.706728,person,0.86,"(0, 369, 1020, 1069)"
2025-03-06 03:22:23.774096,person,0.86,"(952, 0, 1916, 1055)"
2025-03-06 03:22:23.774300,person,0.86,"(1, 384, 1007, 1069)"
2025-03-06 03:22:23.842962,person,0.88,"(975, 0, 1918, 1065)"
2025-03-06 03:22:23.843329,person,0.84,"(3, 376, 1026, 1067)"
2025-03-06 03:22:23.906817,person,0.85,"(2, 379, 993, 1070)"
2025-03-06 03:22:23.907035,person,0.80,"(1006, 2, 1916, 1010)"
2025-03-06 03:22:23.972530,person,0.84,"(1038, 4, 1917, 981)"
2025-03-06 03:22:23.972734,person,0.72,"(0, 383, 980, 1067)"
2025-03-06 03:22:24.042925,person,0.79,"(1097, 4, 1916, 1012)"
2025-03-06 03:22:24.043278,person,0.79,"(0, 379, 983, 1068)"
2025-03-06 03:22:24.106290,person,0.80,"(2, 384, 983, 1068)"
2025-03-06 03:22:24.106610,person,0.76,"(1149, 6, 1917, 997)"
2025-03-06 03:22:24.171959,person,0.73,"(0, 386, 972, 1068)"
2025-03-06 03:22:24.172141,person,0.66,"(1212, 4, 1920, 953)"
2025-03-06 03:22:24.246163,person,0.85,"(3, 386, 988, 1068)"
2025-03-06 03:22:24.246465,person,0.69,"(1284, 5, 1920, 964)"
2025-03-06 03:22:24.306528,person,0.76,"(0, 397, 970, 1069)"
2025-03-06 03:22:24.371749,person,0.83,"(2, 406, 983, 1071)"
2025-03-06 03:22:24.442848,person,0.88,"(2, 424, 982, 1070)"
2025-03-06 03:22:24.506574,person,0.90,"(2, 436, 951, 1071)"
2025-03-06 03:22:24.573350,person,0.91,"(2, 441, 937, 1070)"
2025-03-06 03:22:24.642858,person,0.93,"(2, 450, 930, 1070)"
2025-03-06 03:22:24.643154,person,0.63,"(1592, 823, 1919, 1073)"
2025-03-06 03:22:24.643296,person,0.54,"(1297, 0, 1919, 946)"
2025-03-06 03:22:24.712093,person,0.94,"(2, 459, 923, 1073)"
2025-03-06 03:22:24.712313,person,0.59,"(1296, 5, 1919, 1031)"
2025-03-06 03:22:24.773378,person,0.94,"(2, 467, 920, 1072)"
2025-03-06 03:22:24.773822,person,0.62,"(1515, 3, 1919, 920)"
2025-03-06 03:22:24.842490,person,0.94,"(2, 473, 918, 1071)"
2025-03-06 03:22:24.842905,person,0.57,"(1534, 4, 1918, 880)"
2025-03-06 03:22:24.907961,person,0.94,"(0, 475, 915, 1068)"
2025-03-06 03:22:24.974708,person,0.94,"(0, 479, 915, 1069)"
2025-03-06 03:22:25.053576,person,0.94,"(0, 480, 915, 1068)"
2025-03-06 03:22:25.120724,person,0.93,"(2, 480, 919, 1071)"
2025-03-06 03:22:25.120917,tv,0.51,"(1284, 0, 1920, 1043)"
2025-03-06 03:22:25.189796,person,0.94,"(2, 483, 920, 1071)"
2025-03-06 03:22:25.257341,person,0.94,"(0, 483, 919, 1068)"
2025-03-06 03:22:25.322051,person,0.93,"(1, 482, 923, 1071)"
2025-03-06 03:22:25.388103,person,0.94,"(0, 482, 923, 1068)"
2025-03-06 03:22:25.458172,person,0.94,"(0, 483, 923, 1068)"
2025-03-06 03:22:25.522804,person,0.93,"(0, 483, 924, 1068)"
2025-03-06 03:22:25.522987,person,0.57,"(1562, 0, 1919, 1022)"
2025-03-06 03:22:25.588510,person,0.93,"(1, 483, 929, 1070)"
2025-03-06 03:22:25.588724,person,0.58,"(1630, 3, 1919, 837)"
2025-03-06 03:22:25.588966,tv,0.50,"(1287, 0, 1920, 1043)"
2025-03-06 03:22:25.658112,person,0.93,"(0, 483, 928, 1068)"
2025-03-06 03:22:25.658365,person,0.61,"(1623, 3, 1918, 855)"
2025-03-06 03:22:25.720206,person,0.94,"(0, 483, 934, 1069)"
2025-03-06 03:22:25.720556,person,0.64,"(1596, 5, 1919, 956)"
2025-03-06 03:22:25.789603,person,0.93,"(0, 482, 936, 1068)"
2025-03-06 03:22:25.789819,person,0.65,"(1555, 0, 1919, 988)"
2025-03-06 03:22:25.860201,person,0.94,"(0, 482, 937, 1068)"
2025-03-06 03:22:25.860575,person,0.72,"(1545, 2, 1919, 993)"
2025-03-06 03:22:25.925790,person,0.94,"(0, 483, 938, 1069)"
2025-03-06 03:22:25.926002,person,0.70,"(1538, 1, 1918, 995)"
2025-03-06 03:22:25.926204,person,0.65,"(1323, 4, 1919, 1045)"
2025-03-06 03:22:27.203037,person,0.94,"(0, 483, 954, 1069)"
2025-03-06 03:22:27.273046,person,0.94,"(0, 482, 955, 1069)"
2025-03-06 03:22:27.324476,person,0.93,"(0, 482, 955, 1069)"
2025-03-06 03:22:27.392311,person,0.93,"(0, 482, 957, 1070)"
2025-03-06 03:22:27.473544,person,0.93,"(0, 482, 954, 1069)"
2025-03-06 03:22:27.525712,person,0.92,"(1, 481, 959, 1070)"
2025-03-06 03:22:27.593524,person,0.93,"(0, 479, 958, 1068)"
2025-03-06 03:22:27.662069,person,0.93,"(2, 475, 953, 1070)"
2025-03-06 03:22:27.726286,person,0.93,"(2, 469, 948, 1070)"
2025-03-06 03:22:27.791062,person,0.94,"(2, 463, 939, 1070)"
2025-03-06 03:22:27.859635,person,0.94,"(2, 454, 952, 1071)"
2025-03-06 03:22:27.859940,person,0.56,"(1582, 3, 1919, 959)"
2025-03-06 03:22:27.925848,person,0.91,"(2, 447, 974, 1071)"
2025-03-06 03:22:27.926036,person,0.54,"(1552, 0, 1919, 985)"
2025-03-06 03:22:27.988169,person,0.89,"(1, 437, 983, 1070)"
2025-03-06 03:22:28.057951,person,0.88,"(1, 426, 984, 1070)"
2025-03-06 03:22:28.142207,person,0.92,"(1, 420, 1008, 1069)"
2025-03-06 03:22:28.238323,person,0.89,"(2, 407, 1005, 1070)"
2025-03-06 03:22:28.314565,person,0.89,"(2, 407, 992, 1070)"
2025-03-06 03:22:28.395097,person,0.87,"(1, 405, 993, 1070)"
2025-03-06 03:22:28.463171,person,0.85,"(1, 403, 1004, 1070)"
2025-03-06 03:22:28.527196,person,0.88,"(1, 403, 987, 1071)"
2025-03-06 03:22:28.589109,person,0.88,"(0, 401, 973, 1070)"
2025-03-06 03:22:28.657651,person,0.89,"(1, 400, 963, 1070)"
2025-03-06 03:22:28.657943,person,0.59,"(1258, 3, 1919, 888)"
2025-03-06 03:22:28.709835,person,0.88,"(0, 398, 1023, 1070)"
2025-03-06 03:22:28.710047,person,0.67,"(1180, 0, 1918, 1005)"
2025-03-06 03:22:28.777491,person,0.86,"(1, 396, 1027, 1071)"
2025-03-06 03:22:28.777848,person,0.77,"(1186, 6, 1918, 1006)"
2025-03-06 03:22:28.844389,person,0.85,"(1, 398, 1020, 1070)"
2025-03-06 03:22:28.844785,person,0.68,"(1147, 8, 1918, 1044)"
2025-03-06 03:22:28.909947,person,0.82,"(1, 398, 1007, 1070)"
2025-03-06 03:22:28.910347,person,0.68,"(1127, 5, 1919, 1027)"
2025-03-06 03:22:28.976352,person,0.84,"(1112, 3, 1918, 1000)"
2025-03-06 03:22:28.976587,person,0.75,"(0, 399, 1001, 1070)"
2025-03-06 03:22:29.045542,person,0.82,"(1095, 4, 1919, 1044)"
2025-03-06 03:22:29.045852,person,0.78,"(1, 398, 1033, 1069)"
2025-03-06 03:22:29.109310,person,0.83,"(1089, 3, 1919, 1071)"
2025-03-06 03:22:29.109583,person,0.69,"(1, 399, 1028, 1070)"
2025-03-06 03:22:29.174975,person,0.85,"(1, 396, 1032, 1070)"
2025-03-06 03:22:29.175179,person,0.80,"(1090, 5, 1919, 1070)"
2025-03-06 03:22:29.244683,person,0.81,"(0, 396, 1010, 1070)"
2025-03-06 03:22:29.244975,person,0.80,"(1099, 5, 1918, 1079)"
2025-03-06 03:22:29.309083,person,0.81,"(1, 398, 986, 1070)"
2025-03-06 03:22:29.309382,person,0.77,"(1090, 4, 1919, 1076)"
2025-03-06 03:22:29.375719,person,0.86,"(0, 400, 971, 1070)"
2025-03-06 03:22:29.376050,person,0.78,"(1084, 4, 1919, 1072)"
2025-03-06 03:22:29.446609,person,0.85,"(0, 399, 1007, 1069)"
2025-03-06 03:22:29.446950,person,0.69,"(1086, 0, 1916, 913)"
2025-03-06 03:22:29.509058,person,0.81,"(0, 400, 986, 1069)"
2025-03-06 03:22:29.509333,person,0.69,"(1086, 0, 1916, 937)"
2025-03-06 03:22:29.576547,person,0.79,"(0, 401, 961, 1069)"
2025-03-06 03:22:29.576853,person,0.69,"(1087, 0, 1916, 964)"
2025-03-06 03:22:29.646274,person,0.80,"(1077, 5, 1919, 1074)"
2025-03-06 03:22:29.646567,person,0.80,"(0, 399, 996, 1069)"
2025-03-06 03:22:29.708723,person,0.80,"(0, 399, 1024, 1069)"
2025-03-06 03:22:29.708995,person,0.77,"(1075, 5, 1919, 1076)"
2025-03-06 03:22:29.775117,person,0.82,"(0, 400, 1026, 1069)"
2025-03-06 03:22:29.775582,person,0.76,"(1079, 5, 1919, 1066)"
2025-03-06 03:22:29.848032,person,0.79,"(1090, 4, 1919, 1071)"
2025-03-06 03:22:29.848314,person,0.74,"(1, 401, 1018, 1069)"
2025-03-06 03:22:29.934369,person,0.75,"(1095, 4, 1919, 1070)"
2025-03-06 03:22:29.934697,person,0.60,"(9, 396, 1686, 1077)"
2025-03-06 03:22:30.011000,person,0.73,"(0, 401, 970, 1070)"
2025-03-06 03:22:30.011213,person,0.68,"(1091, 5, 1919, 1069)"
2025-03-06 03:22:30.075197,person,0.75,"(1089, 5, 1919, 1069)"
2025-03-06 03:22:30.075562,person,0.73,"(1, 403, 974, 1070)"
2025-03-06 03:22:30.141035,person,0.76,"(1084, 6, 1919, 1070)"
2025-03-06 03:22:30.141436,person,0.59,"(1, 403, 986, 1070)"
2025-03-06 03:22:30.211203,person,0.78,"(1075, 2, 1918, 1074)"
2025-03-06 03:22:30.211450,person,0.64,"(0, 403, 959, 1071)"
2025-03-06 03:22:30.275036,person,0.73,"(1, 404, 968, 1070)"
2025-03-06 03:22:30.275395,person,0.71,"(1074, 4, 1919, 1070)"
2025-03-06 03:22:30.342904,person,0.73,"(1070, 4, 1919, 1072)"
2025-03-06 03:22:30.343233,person,0.71,"(1, 403, 982, 1070)"
2025-03-06 03:22:30.411068,person,0.83,"(1076, 0, 1917, 1079)"
2025-03-06 03:22:30.411301,person,0.71,"(1, 403, 980, 1070)"
2025-03-06 03:22:30.476485,person,0.77,"(1, 402, 974, 1070)"
2025-03-06 03:22:30.476837,person,0.74,"(1066, 2, 1919, 1074)"
2025-03-06 03:22:30.541682,person,0.85,"(1091, 5, 1918, 1071)"
2025-03-06 03:22:30.541886,person,0.69,"(1, 403, 992, 1070)"
2025-03-06 03:22:30.612744,person,0.84,"(1095, 1, 1917, 1067)"
2025-03-06 03:22:30.612988,person,0.71,"(0, 402, 954, 1070)"
2025-03-06 03:22:30.674742,person,0.85,"(1096, 5, 1918, 1073)"
2025-03-06 03:22:30.675130,person,0.74,"(1, 401, 948, 1068)"
2025-03-06 03:22:30.743115,person,0.81,"(1097, 4, 1918, 1069)"
2025-03-06 03:22:30.743363,person,0.73,"(1, 403, 964, 1069)"
2025-03-06 03:22:30.810153,person,0.82,"(1087, 0, 1918, 1066)"
2025-03-06 03:22:30.810491,person,0.68,"(1, 403, 970, 1069)"
2025-03-06 03:22:30.810630,scissors,0.64,"(1087, 487, 1423, 1072)"
2025-03-06 03:22:30.875412,person,0.87,"(1080, 1, 1918, 1068)"
2025-03-06 03:22:30.875703,person,0.68,"(0, 403, 967, 1069)"
2025-03-06 03:22:30.875915,scissors,0.55,"(1079, 484, 1446, 1071)"
2025-03-06 03:22:30.945717,person,0.87,"(1076, 0, 1917, 1067)"
2025-03-06 03:22:30.945915,person,0.70,"(0, 403, 987, 1069)"
2025-03-06 03:22:30.946203,scissors,0.68,"(1074, 492, 1462, 1071)"
2025-03-06 03:22:33.272048,person,0.90,"(1, 400, 986, 1070)"
2025-03-06 03:22:33.272584,person,0.63,"(1136, 1, 1919, 1073)"
2025-03-06 03:22:33.272697,cup,0.50,"(1846, 711, 1919, 941)"
2025-03-06 03:22:33.351126,person,0.91,"(1, 400, 985, 1071)"
2025-03-06 03:22:33.351547,person,0.61,"(1115, 1, 1919, 1075)"
2025-03-06 03:22:33.351677,cup,0.51,"(1845, 712, 1919, 947)"
2025-03-06 03:22:33.417451,person,0.90,"(1, 399, 981, 1070)"
2025-03-06 03:22:33.418006,person,0.51,"(1113, 4, 1919, 1056)"
2025-03-06 03:22:33.481086,person,0.89,"(1, 399, 985, 1070)"
2025-03-06 03:22:33.481266,cup,0.51,"(1846, 714, 1919, 949)"
2025-03-06 03:22:33.552082,person,0.89,"(1, 400, 985, 1070)"
2025-03-06 03:22:33.613989,person,0.89,"(1, 401, 974, 1070)"
2025-03-06 03:22:33.614181,person,0.58,"(1143, 4, 1919, 1069)"
2025-03-06 03:22:33.685369,person,0.90,"(1, 401, 976, 1070)"
2025-03-06 03:22:33.685756,person,0.50,"(1186, 0, 1918, 1062)"
2025-03-06 03:22:33.745511,person,0.90,"(1, 400, 981, 1069)"
2025-03-06 03:22:33.745951,person,0.55,"(1152, 2, 1919, 710)"
2025-03-06 03:22:33.746076,person,0.53,"(1153, 2, 1919, 1025)"
2025-03-06 03:22:33.819660,person,0.90,"(1, 400, 969, 1069)"
2025-03-06 03:22:33.819993,person,0.60,"(1155, 2, 1919, 681)"
2025-03-06 03:22:33.882435,person,0.90,"(1, 400, 956, 1069)"
2025-03-06 03:22:33.949257,person,0.90,"(1, 400, 976, 1070)"
2025-03-06 03:22:34.017983,person,0.90,"(1, 399, 981, 1070)"
2025-03-06 03:22:34.081151,person,0.90,"(1, 399, 975, 1070)"
2025-03-06 03:22:34.081475,person,0.57,"(1177, 7, 1919, 645)"
2025-03-06 03:22:34.149802,person,0.90,"(1, 400, 957, 1070)"
2025-03-06 03:22:34.218467,person,0.91,"(1, 400, 941, 1069)"
2025-03-06 03:22:34.282570,person,0.91,"(1, 400, 937, 1069)"
2025-03-06 03:22:34.350178,person,0.93,"(0, 402, 945, 1068)"
2025-03-06 03:22:34.417415,person,0.91,"(1, 400, 959, 1071)"
2025-03-06 03:22:34.481257,person,0.91,"(1, 401, 966, 1070)"
2025-03-06 03:22:34.547349,person,0.91,"(1, 400, 967, 1070)"
2025-03-06 03:22:34.617734,person,0.91,"(1, 399, 962, 1070)"
2025-03-06 03:22:34.681760,person,0.91,"(1, 400, 950, 1070)"
2025-03-06 03:22:34.682124,person,0.52,"(1178, 11, 1920, 1061)"
2025-03-06 03:22:34.747693,person,0.90,"(1, 401, 961, 1070)"
2025-03-06 03:22:34.748117,person,0.50,"(1143, 4, 1920, 651)"
2025-03-06 03:22:34.823998,person,0.91,"(1, 401, 978, 1070)"
2025-03-06 03:22:34.883535,person,0.91,"(1, 401, 980, 1070)"
2025-03-06 03:22:34.883733,person,0.51,"(1114, 5, 1919, 686)"
2025-03-06 03:22:34.947866,person,0.90,"(1, 401, 979, 1070)"
2025-03-06 03:22:35.012770,person,0.91,"(1, 401, 966, 1071)"
2025-03-06 03:22:35.012960,person,0.52,"(1119, 4, 1919, 691)"
2025-03-06 03:22:35.077781,person,0.88,"(1, 401, 981, 1070)"
2025-03-06 03:22:35.145466,person,0.90,"(1, 402, 988, 1070)"
2025-03-06 03:22:35.145879,person,0.54,"(1144, 3, 1919, 768)"
2025-03-06 03:22:35.215038,person,0.90,"(1, 401, 986, 1070)"
2025-03-06 03:22:35.277902,person,0.91,"(1, 402, 968, 1070)"
2025-03-06 03:22:35.344875,person,0.91,"(1, 402, 939, 1069)"
2025-03-06 03:22:35.345223,person,0.51,"(1154, 4, 1919, 706)"
2025-03-06 03:22:35.411845,person,0.92,"(1, 403, 941, 1069)"
2025-03-06 03:22:35.412018,person,0.53,"(1146, 4, 1919, 709)"
2025-03-06 03:22:35.476655,person,0.90,"(1, 403, 956, 1070)"
2025-03-06 03:22:35.476974,person,0.54,"(1142, 5, 1919, 706)"
2025-03-06 03:22:35.545890,person,0.89,"(1, 403, 959, 1070)"
2025-03-06 03:22:35.546151,person,0.60,"(1146, 3, 1919, 780)"
2025-03-06 03:22:35.546255,cell phone,0.59,"(1166, 339, 1319, 417)"
2025-03-06 03:22:35.613722,person,0.90,"(1, 403, 960, 1071)"
2025-03-06 03:22:35.614127,person,0.57,"(1155, 4, 1918, 730)"
2025-03-06 03:22:35.678892,person,0.90,"(1, 403, 960, 1070)"
2025-03-06 03:22:35.679075,person,0.57,"(1162, 3, 1919, 877)"
2025-03-06 03:22:35.679347,cell phone,0.52,"(1188, 340, 1344, 420)"
2025-03-06 03:22:35.744321,person,0.90,"(1, 403, 967, 1070)"
2025-03-06 03:22:35.744594,person,0.58,"(1163, 3, 1918, 716)"
2025-03-06 03:22:35.812331,person,0.90,"(1, 403, 961, 1070)"
2025-03-06 03:22:35.812516,person,0.56,"(1161, 2, 1919, 899)"
2025-03-06 03:22:35.877168,person,0.91,"(0, 403, 955, 1070)"
2025-03-06 03:22:35.877497,person,0.69,"(1151, 2, 1918, 944)"
2025-03-06 03:22:35.945013,person,0.91,"(0, 403, 971, 1071)"
2025-03-06 03:22:35.945286,person,0.79,"(1120, 4, 1917, 1025)"
2025-03-06 03:22:35.945508,cell phone,0.53,"(1155, 388, 1295, 485)"
2025-03-06 03:22:36.012921,person,0.90,"(1, 403, 986, 1070)"
2025-03-06 03:22:36.013200,person,0.61,"(1123, 1, 1918, 953)"
2025-03-06 03:22:37.294782,person,0.91,"(1, 405, 989, 1070)"
2025-03-06 03:22:37.351538,person,0.90,"(1, 405, 986, 1070)"
2025-03-06 03:22:37.351730,person,0.51,"(1272, 1, 1918, 1079)"
2025-03-06 03:22:37.415245,person,0.91,"(1, 404, 985, 1070)"
2025-03-06 03:22:37.415477,person,0.52,"(1275, 0, 1919, 1071)"
2025-03-06 03:22:37.482273,person,0.91,"(0, 404, 968, 1070)"
2025-03-06 03:22:37.550585,person,0.91,"(0, 404, 979, 1071)"
2025-03-06 03:22:37.617357,person,0.91,"(1, 404, 980, 1071)"
2025-03-06 03:22:37.617611,person,0.57,"(1279, 0, 1919, 1067)"
2025-03-06 03:22:37.679049,person,0.91,"(1, 405, 933, 1070)"
2025-03-06 03:22:37.679325,person,0.58,"(1264, 0, 1920, 1053)"
2025-03-06 03:22:37.745063,person,0.91,"(1, 405, 970, 1071)"
2025-03-06 03:22:37.745413,person,0.64,"(1265, 1, 1919, 1044)"
2025-03-06 03:22:37.812949,person,0.91,"(1, 405, 973, 1070)"
